GEOID10,Tot_2018_ltg,Dem_2018_ltg,Rep_2018_ltg,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
40057302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,35,129
40059101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,27,195
40059201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,51,318
40059203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,34,122
40059301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,20,124
40059302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,41
40059303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,8,115
40059401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,29,124
40059402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,51,303
400614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,99,245
400617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,80,176
400618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,20,38
400619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,36,64
4006110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,24
4006111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,41,90
4006115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,90,152
4006116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,80,169
4006119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,189,310
4006123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,197,395
4006127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,183,438
4006128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,48,122
4006130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,127,325
4006131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,136,301
4006132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,98,272
4006133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,45,86
4006311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,157,337
4006312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,152,259
4006316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,58,121
4006318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,62,165
4006319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,34,73
4006320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,350,485
4006321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,81,133
4006322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,153,181
4006323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,57,83
4006330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,64,133
4006331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,70,210
4006332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,99,160
4006333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,57,215
4006334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,47,146
4006335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,268,433
400651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,228,1041
400652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,71,301
400653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,195,330
400654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,173,418
400656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,135,533
400657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,227,507
400659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,152,453
4006510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,231,196
4006513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,154,168
4006514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,215,583
4006516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,95,410
4006517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,53,237
4006518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,65,250
4006519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,34,124
4006520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,95,583
4006521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,13,61
4006523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,67,307
4006524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,61,217
400671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,163,268
400672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,52,158
400673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,28,78
400674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,39,68
400675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,22,53
400676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,170,285
400677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,93,100
400678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,18
400679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,215,578
4006710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,11,46
400692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,106,204
400693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,75,147
400694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,274,531
400695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,121,363
400696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,92,194
400698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,74,175
400699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,79,125
4006910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,32,78
4006911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,85,171
4006912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,135,309
4006913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,151,333
4006914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,25,78
400711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,87,277
400712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,82,245
40071101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,226,489
40071103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,150,430
40071202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,264,708
40071205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,265,641
40071206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,243,984
40071400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,18,101
40071401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,18,56
40071403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,119,389
40071404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,33,114
40071405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,33,118
40071406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,67,208
40071408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,37,135
40071409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,15,56
40071411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,44,129
40071412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,119,169
40071413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,199,583
40071415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,40,138
40071417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,37,110
40071419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,224,386
40071420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,90,219
40071503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,423,815
40071507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,254,499
40071516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,155,224
40071517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,365,448
40071523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,157,238
40071527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,321,733
40071530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,317,645
40071532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,200,675
40071533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,284,666
40071534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,307,827
40071535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,270,775
40073101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,157,676
40073102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,17,169
40073103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,62,396
40073104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,11,97
40073105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,130,549
40073106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,24,122
40073201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,177,1027
40073202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,12,118
40073203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,28
40073204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,44,296
40073205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,19,127
40073301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,189,764
40073302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,115,596
40073303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,7,114
40073304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,23,141
40073305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,19,152
400751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,215,542
400752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,41,136
400753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,18,40
400754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,144,332
400755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,50,59
400756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,67,121
400758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,46,198
4007510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,195,357
4007512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
4007514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,299,434
4007515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7
4007516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,77,137
4007522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,67,165
400771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,216,381
400772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,139,264
400773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,95,249
400774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,110,257
400775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,66,145
400776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,73,121
400777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,46,104
400778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,96,296
400779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,97,236
4007710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,95,233
4007711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,205,450
4007712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,75,124
40079101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,84,261
40079102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,158,371
40079103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,212,438
40079104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,169,49
40079105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,225,588
40079106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,184,483
40079107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,216,656
40079108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,197,409
40079109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,225,526
40079110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,209,391
40079111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,206,467
40079112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,131,230
40079113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,75,248
40079201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,25,72
40079202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,51,211
40079203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,329,759
40079204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,263,529
40079205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,87,209
40079207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,137,273
40079208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,240,395
40079209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,55,175
40079210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,120,336
40079211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,154,423
40079212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,280,586
40079213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,38,71
40079214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,38,111
40079215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,106,209
40079301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,227,475
40079302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,47,108
40079303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,52,126
40079304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,45,156
40079305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,40,109
40079306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,9,68
40079307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,77,109
40079309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,23,70
40079310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,190,442
40079311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,139,342
40079312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,73,124
400811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,197,405
400812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,181,638
400813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,205,641
400814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,88,344
400815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,177,448
400816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,165,315
400817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,164,315
400818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,267,827
400819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,82,372
4008110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,126,498
4008111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,142,448
4008112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,207,532
4008113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,28,82
4008114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,20,85
4008115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,259,796
4008116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,179,565
4008117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,108,289
4008118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,143,353
4008119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,174,624
4008120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,135,443
4008121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,239,709
4008122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,218,741
40083101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,52,293
40083102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,276,946
40083103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,228,378
40083104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,285,1133
40083105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,365,975
40083106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111,360,1751
40083201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,516,153
40083202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,917,3
40083203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,149,314
40083204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,304,730
40083205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,234,706
40083206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,415,1213
40083207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,172,409
40083301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,37,204
40083302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,37,126
40083303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,325,1234
40083304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,52,303
40083305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,230,625
40083306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,259,495
40083307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,238,455
40083308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,257,100
40083309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,10
40085101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,118,263
40085102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,83,253
40085103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,198,427
40085204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,150,216
40085205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,125,359
40085206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,81,121
40085207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,25,63
40085208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,26,26
40085310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,171,253
40085311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,121,272
40085312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,104,219
40085313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,55,117
400871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,69,232
400872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,70,156
400873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,129,276
400874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,116,262
400875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,35,217
400876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,152,473
400877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,111,447
400878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,142,612
400879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,261,681
4008710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,88,236
4008711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,224,626
4008712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902,491,1411
4008713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,319,1202
4008714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,168,668
4008715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,216,854
4008716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,66,161
4008717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,161,548
4008718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,14,74
4008719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,125,319
4008720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,152,544
4008721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,185,445
4008722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,41,96
4008724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,154,361
4008725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,62,292
400892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,126,115
400894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,162,395
400895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,225,42
400896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,166,359
400898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,100,375
400899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,136,313
4008911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,57,130
4008912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,102,54
4008913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,73,219
4008914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,48,122
4008915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,29,131
4008917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,162,285
4008918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,162,508
4008919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,83,402
4008920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,81,326
4008922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,40,271
4008923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,115,235
4008924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,45,132
4008925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,42,182
4008926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,37,182
4008927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,23,104
4008928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,22,95
4008929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,66,267
4008931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,108,510
4008932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,31,132
4008933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,25,126
4008934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,89,303
4008935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,154,527
4008936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,90,392
4008937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,22,90
4008938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,173,421
40091101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,99,212
40091102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,275,355
40091103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,457,621
40091104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,265,368
40091105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,75,166
40091201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035,442,593
40091203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,238,240
40091205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,407,829
40091307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,193,331
40091310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,121,119
40091311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,119,158
40091312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,52,56
40091313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,56,67
40091314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,250,303
40091315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,117,204
40091316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,154,281
400931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,38,243
400932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,61,517
400934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,34,206
400937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,58
400938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,30
400939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,8,60
4009310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,23,144
4009311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,15,73
4009312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,18,168
4009314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,35,153
4009315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,46,280
4009320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,135,582
4009322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,97,442
40095101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,210,433
40095102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,121,284
40095105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,119,245
40095106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,75,143
40095201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,106,236
40095202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,140,237
40095204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,153,414
40095206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,103,253
40095302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,139,349
40095303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,180,473
40095304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,297,663
4009711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,237,426
4009712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,342,708
4009714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,93,126
