GEOID10,Tot_2018_ltg,Dem_2018_ltg,Rep_2018_ltg,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
4002750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1905,580,1325
4002751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,516,424
4002752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,433,285
4002753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285,953,1332
4002754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,356,710
4002755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345,933,1412
4002756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,454,392
4002757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,473,799
4002758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,285,728
4002759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,268,315
4002760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,508,1217
4002761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,423,1277
4002762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,424,1086
4002763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,222,605
4002764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,266,770
4002765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,243,439
4002766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,48,180
4002767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,316,466
4002768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,432,459
4002769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058,633,1425
4002770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,384,935
4002771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,329,390
4002772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,488,1193
4002773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267,821,1446
4002774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,326,619
4002775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,248,468
4002776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,502,587
4002777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,202,185
4002778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,169,735
4002779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4002780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,91,264
4002781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,589,553
4002782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933,867,1066
4002783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,68,58
4002784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,156,254
4002785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,123,346
4002786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629,419,1210
4002787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,134,423
4002788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2174,560,1614
4002789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,352,695
400291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,8,45
400292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,82,259
400293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,49,86
400294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,78,195
400295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,94,278
400296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,67,187
400297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,76,184
400298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,20
400299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,36,75
4002910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,26,108
4002911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,78,235
400311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,615,887
400312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,583,554
400313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,521,569
400317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,556,593
400318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,486,621
400319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,663,657
4003111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372,707,665
4003113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431,759,672
4003114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,186,123
4003115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,585,691
4003117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,446,677
4003119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,362,527
4003120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,460,549
4003121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,304,373
4003122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,434,376
4003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,501,65
4003126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,198,238
4003127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,131,138
4003129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,337,85
4003130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,175,166
4003131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2148,743,1405
4003132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,102,9
4003133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,182,235
4003134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,659,935
4003135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,123,261
4003136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,116,201
4003137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,63,238
4003138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,385,1065
4003139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,243,685
4003140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,264,678
4003141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,182,428
4003142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1906,598,1308
4003143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,88,262
4003145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,87,253
4003146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,116,242
4003148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,257,440
4003149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,159,463
4003150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,464,1103
4003151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,280,690
4003152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,36,66
400332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,15,47
400333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,58,192
400334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,75,260
400335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,190,373
400336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,20,53
400337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,77,181
400338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,19,39
400339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,80,264
4003310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,54,115
4003311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,66,203
40035101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,18,41
40035130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,37,79
40035140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,220,445
40035320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,45,77
40035410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,125,249
40035520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,144,223
40035611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,219,355
40035612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,148,220
40035621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,167,278
40035622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,228,281
40035710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,87,203
40035714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,25,72
40035734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,104,234
40035810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,167,433
40035820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,209,398
40035910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,130,270
40037111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,256,567
40037112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,190,360
40037122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,311,209
40037123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,210,505
40037131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,134,250
40037132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,228,538
40037142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434,473,961
40037143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,215,400
40037152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,123,228
40037211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,160,285
40037221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,262,289
40037231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,208,298
40037241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,152,234
40037311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,90,189
40037321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,78,204
40037331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,81,210
40037341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,122,257
40037401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,282,921
40037402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,135,371
40037403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,149,403
40037404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,495,1515
40037405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,283,730
40037406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,190,566
40037407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,206,458
40037408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,82,221
40037409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,268,653
40037410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,60,207
40037411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,109,204
40037412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,168,325
40037413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,192,465
40037414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,437,1253
40037415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,98,301
40037416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,226,696
40037417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,353,1076
40037418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,202,821
40037419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,252,889
40037420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,164,483
40037421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,325,784
40037422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,145,411
40037423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,164,323
40037424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,7
40037425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,22
40037426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40037427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,32,98
400391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,244,495
400393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,271,673
400395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,140,499
400397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,199,407
4003912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,89,421
4003913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,86,245
4003918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,280,1005
4003919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,311,905
4003920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,257,1001
4003921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,547,1151
4003923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,152,657
4003926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,84,383
400411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,302,668
400412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,190,277
400413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,326,560
400414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,183,365
400415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,476,1131
400416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,259,482
400417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,364,911
400418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,105,259
400419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,449,1072
4004111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,109,257
4004112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,158,339
4004113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,14
4004114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,238,428
4004115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,262,485
4004116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,194,260
4004117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,117,187
4004118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,131,308
4004119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,297,548
4004120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,143,138
4004121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,121,210
4004122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,447,820
4004123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,204,558
400431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,30,186
400432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,14,84
400433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,59,255
400434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,27,108
400435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,75,441
400436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,12,114
400437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,17,68
400438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,71,428
400439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,21,111
4004310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,20,62
400451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,88,314
400453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,77,595
400454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,16,90
400455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,18
400456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,34
400457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,46,231
400458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,25,216
400459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,19,89
4004510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,40
40047101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,248,350
40047102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,306,421
40047103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,315,616
40047104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,272,462
40047105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,171,429
40047106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,85,388
40047107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,22,80
40047108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,161,509
40047109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,61,248
40047110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,71,279
40047201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,381,855
40047202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,326,985
40047203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,190,416
40047204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,367,1100
40047205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,23,105
40047206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,109,403
40047207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,129,508
40047208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,18,141
40047209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,33,186
40047210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,141,376
40047211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,86,482
40047212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,44,133
40047301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,302,916
40047302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,135,438
40047303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,358,1158
40047304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752,358,1394
40047305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232,240,992
40047306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,146,512
40047307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,55,343
40047308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,42,241
40047309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,93,510
40047310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,70,343
40047311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,187,748
400491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,297,1023
400492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,16
400493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,156,457
400494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,44,129
400495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,171,682
400496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,141,291
400497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,111,285
400498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,122,287
400499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,152,466
4004910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,94,206
4004911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,27
4004912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,51,155
4004913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,45,108
4004914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,19,42
4004915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,191,440
4004916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,126,338
4004917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,225,377
4004918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,161,322
4004919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,166,419
4004920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,417,678
4004924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,264,736
4004925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,60,226
400511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,227,473
400512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,211,652
400513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,269,689
400514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,100,205
400515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,258,274
400516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,122,201
400517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,154,281
400518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,316,449
400519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,215,246
4005110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,24
4005111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,81,233
4005112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,36,114
4005113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,12,57
4005114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,21,76
4005115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,24,42
4005116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,25,86
4005117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,78,201
4005118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
4005120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,102,174
4005121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,102,305
4005122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,53,100
4005123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,55,127
4005124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,11,44
4005125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,114,325
4005126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,14,89
4005127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,51,177
4005128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,202,567
4005129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,192,627
4005130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,106,276
4005131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,104,372
4005132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,153,332
4005133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,114,279
4005134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,125,361
4005135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,17,120
4005136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,389,800
4005137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,353,1487
4005138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621,362,1259
4005139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,201,749
4005140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,258,1199
4005141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,288,1122
400536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,25
4005311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,45,115
4005315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,19,89
4005317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,25,181
4005323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,101,465
4005325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,71,224
4005326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,93,272
4005329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,75,217
4005330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,79,248
40055101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,61,177
40055102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,107,239
40055103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,97,223
40055104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,56,162
40055105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,20,88
40055106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,12,48
40055107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
40055108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
40055109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,26
40055110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40055111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
40055202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,91,312
40055203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,40,110
40055301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,52,108
40055302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,21,51
40057101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,24,35
40057102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,111,308
40057201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,77,106
40057202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,15
40057203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15,20
40057204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,21
40057301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,55,123
