GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_ag,Dem_2016_ag,Rep_2016_ag,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2016_gov,Dem_2016_gov,Rep_2016_gov
410279504002,524,330,182,0,0,0,0,0,0,0,0,0,0,0,0
410279504003,574,359,204,0,0,0,0,0,0,0,0,0,0,0,0
410279504004,187,115,69,0,0,0,0,0,0,0,0,0,0,0,0
410290001001,340,173,156,0,0,0,0,0,0,0,0,0,0,0,0
410290001002,210,115,89,0,0,0,0,0,0,0,0,0,0,0,0
410290002011,409,209,187,0,0,0,0,0,0,0,0,0,0,0,0
410290002012,234,133,94,0,0,0,0,0,0,0,0,0,0,0,0
410290002013,410,217,179,0,0,0,0,0,0,0,0,0,0,0,0
410290002021,307,172,125,0,0,0,0,0,0,0,0,0,0,0,0
410290002022,245,140,97,0,0,0,0,0,0,0,0,0,0,0,0
410290002023,295,166,119,0,0,0,0,0,0,0,0,0,0,0,0
410290002031,417,206,200,0,0,0,0,0,0,0,0,0,0,0,0
410290002032,586,293,278,0,0,0,0,0,0,0,0,0,0,0,0
410290002033,473,239,221,0,0,0,0,0,0,0,0,0,0,0,0
410290003001,859,396,440,0,0,0,0,0,0,0,0,0,0,0,0
410290003002,909,419,465,0,0,0,0,0,0,0,0,0,0,0,0
410290004031,1634,773,828,0,0,0,0,0,0,0,0,0,0,0,0
410290004032,331,151,171,0,0,0,0,0,0,0,0,0,0,0,0
410290004041,1091,430,642,0,0,0,0,0,0,0,0,0,0,0,0
410290004042,1156,481,659,0,0,0,0,0,0,0,0,0,0,0,0
410290004051,976,425,531,0,0,0,0,0,0,0,0,0,0,0,0
410290004052,802,358,428,0,0,0,0,0,0,0,0,0,0,0,0
410290004061,712,318,380,0,0,0,0,0,0,0,0,0,0,0,0
410290004062,1261,535,706,0,0,0,0,0,0,0,0,0,0,0,0
410290005011,250,143,98,0,0,0,0,0,0,0,0,0,0,0,0
410290005012,903,497,388,0,0,0,0,0,0,0,0,0,0,0,0
410290005021,696,324,354,0,0,0,0,0,0,0,0,0,0,0,0
410290005022,622,300,303,0,0,0,0,0,0,0,0,0,0,0,0
410290005023,946,447,473,0,0,0,0,0,0,0,0,0,0,0,0
410290006011,926,367,547,0,0,0,0,0,0,0,0,0,0,0,0
410290006012,876,404,457,0,0,0,0,0,0,0,0,0,0,0,0
410290006013,1054,578,458,0,0,0,0,0,0,0,0,0,0,0,0
410290006014,1144,511,612,0,0,0,0,0,0,0,0,0,0,0,0
410290006021,829,382,436,0,0,0,0,0,0,0,0,0,0,0,0
410290006022,1231,568,646,0,0,0,0,0,0,0,0,0,0,0,0
410290006023,1186,554,620,0,0,0,0,0,0,0,0,0,0,0,0
410290007001,1186,512,651,0,0,0,0,0,0,0,0,0,0,0,0
410290007002,1013,501,486,0,0,0,0,0,0,0,0,0,0,0,0
410290007003,378,154,217,0,0,0,0,0,0,0,0,0,0,0,0
410290007004,853,367,469,0,0,0,0,0,0,0,0,0,0,0,0
410290007005,1337,572,739,0,0,0,0,0,0,0,0,0,0,0,0
410290008001,1265,580,651,0,0,0,0,0,0,0,0,0,0,0,0
410290008002,1260,524,709,0,0,0,0,0,0,0,0,0,0,0,0
410290009001,424,138,277,0,0,0,0,0,0,0,0,0,0,0,0
410290009002,1130,397,714,0,0,0,0,0,0,0,0,0,0,0,0
410290009003,700,253,434,0,0,0,0,0,0,0,0,0,0,0,0
410290009004,1704,646,1026,0,0,0,0,0,0,0,0,0,0,0,0
410290010011,695,272,411,0,0,0,0,0,0,0,0,0,0,0,0
410290010012,158,67,88,0,0,0,0,0,0,0,0,0,0,0,0
410290010013,1235,482,728,0,0,0,0,0,0,0,0,0,0,0,0
410290010014,770,288,467,0,0,0,0,0,0,0,0,0,0,0,0
410290010021,1093,455,617,0,0,0,0,0,0,0,0,0,0,0,0
410290010022,353,149,197,0,0,0,0,0,0,0,0,0,0,0,0
410290010023,206,87,115,0,0,0,0,0,0,0,0,0,0,0,0
410290011001,693,228,451,0,0,0,0,0,0,0,0,0,0,0,0
410290011002,1525,526,973,0,0,0,0,0,0,0,0,0,0,0,0
410290011003,506,188,308,0,0,0,0,0,0,0,0,0,0,0,0
410290012001,1746,681,1035,0,0,0,0,0,0,0,0,0,0,0,0
410290012002,107,45,60,0,0,0,0,0,0,0,0,0,0,0,0
410290013011,475,166,300,0,0,0,0,0,0,0,0,0,0,0,0
410290013012,156,70,84,0,0,0,0,0,0,0,0,0,0,0,0
410290013013,285,115,165,0,0,0,0,0,0,0,0,0,0,0,0
410290013014,819,294,510,0,0,0,0,0,0,0,0,0,0,0,0
410290013021,550,180,352,0,0,0,0,0,0,0,0,0,0,0,0
410290013022,1578,620,937,0,0,0,0,0,0,0,0,0,0,0,0
410290013023,548,221,318,0,0,0,0,0,0,0,0,0,0,0,0
410290013024,410,165,238,0,0,0,0,0,0,0,0,0,0,0,0
410290013025,415,159,247,0,0,0,0,0,0,0,0,0,0,0,0
410290014001,1834,622,1174,0,0,0,0,0,0,0,0,0,0,0,0
410290014002,1189,372,796,0,0,0,0,0,0,0,0,0,0,0,0
410290014003,1732,598,1097,0,0,0,0,0,0,0,0,0,0,0,0
410290015001,603,253,338,0,0,0,0,0,0,0,0,0,0,0,0
410290015002,1229,534,668,0,0,0,0,0,0,0,0,0,0,0,0
410290015003,467,182,275,0,0,0,0,0,0,0,0,0,0,0,0
410290015004,877,412,445,0,0,0,0,0,0,0,0,0,0,0,0
410290016011,1523,728,763,0,0,0,0,0,0,0,0,0,0,0,0
410290016012,373,196,169,0,0,0,0,0,0,0,0,0,0,0,0
410290016021,637,327,296,0,0,0,0,0,0,0,0,0,0,0,0
410290016022,691,351,325,0,0,0,0,0,0,0,0,0,0,0,0
410290016023,269,133,130,0,0,0,0,0,0,0,0,0,0,0,0
410290016024,494,231,250,0,0,0,0,0,0,0,0,0,0,0,0
410290016025,904,474,410,0,0,0,0,0,0,0,0,0,0,0,0
410290017001,861,533,313,0,0,0,0,0,0,0,0,0,0,0,0
410290017002,1047,662,367,0,0,0,0,0,0,0,0,0,0,0,0
410290017003,361,250,105,0,0,0,0,0,0,0,0,0,0,0,0
410290017004,1327,857,448,0,0,0,0,0,0,0,0,0,0,0,0
410290018001,870,725,128,0,0,0,0,0,0,0,0,0,0,0,0
410290018002,1521,1289,201,0,0,0,0,0,0,0,0,0,0,0,0
410290018003,1475,1155,293,0,0,0,0,0,0,0,0,0,0,0,0
410290018004,993,793,181,0,0,0,0,0,0,0,0,0,0,0,0
410290019001,1050,902,125,0,0,0,0,0,0,0,0,0,0,0,0
410290019002,536,454,68,0,0,0,0,0,0,0,0,0,0,0,0
410290020001,691,587,90,0,0,0,0,0,0,0,0,0,0,0,0
410290020002,671,580,79,0,0,0,0,0,0,0,0,0,0,0,0
410290021001,1249,1067,160,0,0,0,0,0,0,0,0,0,0,0,0
410290021002,639,549,78,0,0,0,0,0,0,0,0,0,0,0,0
410290021003,477,413,56,0,0,0,0,0,0,0,0,0,0,0,0
410290022001,526,454,63,0,0,0,0,0,0,0,0,0,0,0,0
410290022002,699,606,81,0,0,0,0,0,0,0,0,0,0,0,0
410290022003,640,532,96,0,0,0,0,0,0,0,0,0,0,0,0
410290022004,1056,825,212,0,0,0,0,0,0,0,0,0,0,0,0
410290023001,440,221,208,0,0,0,0,0,0,0,0,0,0,0,0
410290023002,646,406,230,0,0,0,0,0,0,0,0,0,0,0,0
410290024001,556,306,239,0,0,0,0,0,0,0,0,0,0,0,0
410290024002,680,469,202,0,0,0,0,0,0,0,0,0,0,0,0
410290025001,696,425,261,0,0,0,0,0,0,0,0,0,0,0,0
410290025002,501,308,184,0,0,0,0,0,0,0,0,0,0,0,0
410290025003,450,309,135,0,0,0,0,0,0,0,0,0,0,0,0
410290026001,636,240,381,0,0,0,0,0,0,0,0,0,0,0,0
410290026002,767,259,488,0,0,0,0,0,0,0,0,0,0,0,0
410290027001,440,147,282,0,0,0,0,0,0,0,0,0,0,0,0
410290027002,880,285,576,0,0,0,0,0,0,0,0,0,0,0,0
410290027003,1424,545,837,0,0,0,0,0,0,0,0,0,0,0,0
410290027004,914,305,587,0,0,0,0,0,0,0,0,0,0,0,0
410290028001,986,339,620,0,0,0,0,0,0,0,0,0,0,0,0
410290028002,1108,462,626,0,0,0,0,0,0,0,0,0,0,0,0
410290028003,476,168,295,0,0,0,0,0,0,0,0,0,0,0,0
410290029001,525,197,312,0,0,0,0,0,0,0,0,0,0,0,0
410290029002,1009,394,585,0,0,0,0,0,0,0,0,0,0,0,0
410290029003,702,272,411,0,0,0,0,0,0,0,0,0,0,0,0
410290029004,576,225,336,0,0,0,0,0,0,0,0,0,0,0,0
410290029005,473,183,277,0,0,0,0,0,0,0,0,0,0,0,0
410290029006,599,221,361,0,0,0,0,0,0,0,0,0,0,0,0
410290030011,483,169,304,0,0,0,0,0,0,0,0,0,0,0,0
410290030012,462,180,273,0,0,0,0,0,0,0,0,0,0,0,0
410290030013,648,249,386,0,0,0,0,0,0,0,0,0,0,0,0
410290030014,551,253,282,0,0,0,0,0,0,0,0,0,0,0,0
410290030021,1027,384,613,0,0,0,0,0,0,0,0,0,0,0,0
410290030022,835,398,413,0,0,0,0,0,0,0,0,0,0,0,0
410290030023,1333,599,698,0,0,0,0,0,0,0,0,0,0,0,0
410319400001,231,199,27,0,0,0,0,0,0,0,0,0,0,0,0
410319400002,294,252,35,0,0,0,0,0,0,0,0,0,0,0,0
410319601001,499,161,326,0,0,0,0,0,0,0,0,0,0,0,0
410319601002,394,148,238,0,0,0,0,0,0,0,0,0,0,0,0
410319602011,493,232,248,0,0,0,0,0,0,0,0,0,0,0,0
410319602012,484,222,250,0,0,0,0,0,0,0,0,0,0,0,0
410319602021,319,155,158,0,0,0,0,0,0,0,0,0,0,0,0
410319602022,740,309,416,0,0,0,0,0,0,0,0,0,0,0,0
410319602023,792,358,417,0,0,0,0,0,0,0,0,0,0,0,0
410319603011,501,216,276,0,0,0,0,0,0,0,0,0,0,0,0
410319603012,582,251,320,0,0,0,0,0,0,0,0,0,0,0,0
410319603013,1041,449,573,0,0,0,0,0,0,0,0,0,0,0,0
410319603021,374,167,199,0,0,0,0,0,0,0,0,0,0,0,0
410319603022,367,131,230,0,0,0,0,0,0,0,0,0,0,0,0
410319603023,383,126,247,0,0,0,0,0,0,0,0,0,0,0,0
410319603024,770,306,442,0,0,0,0,0,0,0,0,0,0,0,0
410333601001,575,288,260,0,0,0,0,0,0,0,0,0,0,0,0
410333601002,482,207,253,0,0,0,0,0,0,0,0,0,0,0,0
410333603001,526,199,312,0,0,0,0,0,0,0,0,0,0,0,0
410333603002,767,281,458,0,0,0,0,0,0,0,0,0,0,0,0
410333603003,829,305,494,0,0,0,0,0,0,0,0,0,0,0,0
410333603004,815,305,482,0,0,0,0,0,0,0,0,0,0,0,0
410333604001,1119,398,686,0,0,0,0,0,0,0,0,0,0,0,0
410333604002,1415,534,851,0,0,0,0,0,0,0,0,0,0,0,0
410333605001,332,150,172,0,0,0,0,0,0,0,0,0,0,0,0
410333605002,502,219,269,0,0,0,0,0,0,0,0,0,0,0,0
410333605003,788,352,412,0,0,0,0,0,0,0,0,0,0,0,0
410333605004,795,356,413,0,0,0,0,0,0,0,0,0,0,0,0
410333606001,640,283,343,0,0,0,0,0,0,0,0,0,0,0,0
410333606002,1224,545,652,0,0,0,0,0,0,0,0,0,0,0,0
410333606003,508,229,268,0,0,0,0,0,0,0,0,0,0,0,0
410333606004,479,217,251,0,0,0,0,0,0,0,0,0,0,0,0
410333606005,347,157,182,0,0,0,0,0,0,0,0,0,0,0,0
410333607011,965,440,491,0,0,0,0,0,0,0,0,0,0,0,0
410333607012,321,155,154,0,0,0,0,0,0,0,0,0,0,0,0
410333607013,301,138,158,0,0,0,0,0,0,0,0,0,0,0,0
410333607021,1234,529,666,0,0,0,0,0,0,0,0,0,0,0,0
410333607022,375,149,216,0,0,0,0,0,0,0,0,0,0,0,0
410333607023,802,366,421,0,0,0,0,0,0,0,0,0,0,0,0
410333608001,837,311,506,0,0,0,0,0,0,0,0,0,0,0,0
410333608002,564,203,348,0,0,0,0,0,0,0,0,0,0,0,0
410333608003,1574,606,931,0,0,0,0,0,0,0,0,0,0,0,0
410333609001,987,427,528,0,0,0,0,0,0,0,0,0,0,0,0
410333609002,493,206,272,0,0,0,0,0,0,0,0,0,0,0,0
410333610001,501,178,311,0,0,0,0,0,0,0,0,0,0,0,0
410333610002,781,281,481,0,0,0,0,0,0,0,0,0,0,0,0
410333610003,689,246,427,0,0,0,0,0,0,0,0,0,0,0,0
410333610004,861,330,510,0,0,0,0,0,0,0,0,0,0,0,0
410333611001,839,319,497,0,0,0,0,0,0,0,0,0,0,0,0
410333611002,1000,396,577,0,0,0,0,0,0,0,0,0,0,0,0
410333611003,1011,381,604,0,0,0,0,0,0,0,0,0,0,0,0
410333611004,1093,423,640,0,0,0,0,0,0,0,0,0,0,0,0
410333612001,869,346,499,0,0,0,0,0,0,0,0,0,0,0,0
410333612002,869,346,499,0,0,0,0,0,0,0,0,0,0,0,0
410333612003,873,346,506,0,0,0,0,0,0,0,0,0,0,0,0
410333612004,534,211,308,0,0,0,0,0,0,0,0,0,0,0,0
410333613001,1068,395,650,0,0,0,0,0,0,0,0,0,0,0,0
410333613002,1028,393,609,0,0,0,0,0,0,0,0,0,0,0,0
410333613003,708,284,403,0,0,0,0,0,0,0,0,0,0,0,0
410333613004,1103,449,621,0,0,0,0,0,0,0,0,0,0,0,0
410333614001,727,298,408,0,0,0,0,0,0,0,0,0,0,0,0
410333614002,853,425,395,0,0,0,0,0,0,0,0,0,0,0,0
410333615001,1518,696,770,0,0,0,0,0,0,0,0,0,0,0,0
410333616001,498,246,231,0,0,0,0,0,0,0,0,0,0,0,0
410333616002,549,270,256,0,0,0,0,0,0,0,0,0,0,0,0
410333616003,675,345,301,0,0,0,0,0,0,0,0,0,0,0,0
410333616004,834,452,346,0,0,0,0,0,0,0,0,0,0,0,0
410333616005,418,218,181,0,0,0,0,0,0,0,0,0,0,0,0
410333616006,552,289,238,0,0,0,0,0,0,0,0,0,0,0,0
410333616007,578,294,256,0,0,0,0,0,0,0,0,0,0,0,0
410359701001,248,101,141,0,0,0,0,0,0,0,0,0,0,0,0
410359701002,750,301,431,0,0,0,0,0,0,0,0,0,0,0,0
410359701003,342,138,195,0,0,0,0,0,0,0,0,0,0,0,0
410359702001,403,137,249,0,0,0,0,0,0,0,0,0,0,0,0
410359702002,472,117,337,0,0,0,0,0,0,0,0,0,0,0,0
410359702003,823,347,452,0,0,0,0,0,0,0,0,0,0,0,0
410359702004,492,184,288,0,0,0,0,0,0,0,0,0,0,0,0
410359703001,428,136,283,0,0,0,0,0,0,0,0,0,0,0,0
410359703002,401,120,272,0,0,0,0,0,0,0,0,0,0,0,0
410359703003,634,193,428,0,0,0,0,0,0,0,0,0,0,0,0
410359703004,538,164,363,0,0,0,0,0,0,0,0,0,0,0,0
410359704001,748,138,590,0,0,0,0,0,0,0,0,0,0,0,0
410359705001,526,99,414,0,0,0,0,0,0,0,0,0,0,0,0
410359705002,293,58,228,0,0,0,0,0,0,0,0,0,0,0,0
410359706001,608,117,474,0,0,0,0,0,0,0,0,0,0,0,0
410359707001,338,64,267,0,0,0,0,0,0,0,0,0,0,0,0
410359707002,635,132,491,0,0,0,0,0,0,0,0,0,0,0,0
410359708001,860,206,636,0,0,0,0,0,0,0,0,0,0,0,0
410359708002,392,73,310,0,0,0,0,0,0,0,0,0,0,0,0
410359709001,870,303,547,0,0,0,0,0,0,0,0,0,0,0,0
410359709002,617,173,431,0,0,0,0,0,0,0,0,0,0,0,0
410359709003,530,160,357,0,0,0,0,0,0,0,0,0,0,0,0
410359710001,437,146,277,0,0,0,0,0,0,0,0,0,0,0,0
410359710002,1052,231,800,0,0,0,0,0,0,0,0,0,0,0,0
410359711001,302,101,196,0,0,0,0,0,0,0,0,0,0,0,0
410359711002,1205,379,805,0,0,0,0,0,0,0,0,0,0,0,0
410359711003,532,169,354,0,0,0,0,0,0,0,0,0,0,0,0
410359711004,416,131,278,0,0,0,0,0,0,0,0,0,0,0,0
410359712001,374,139,224,0,0,0,0,0,0,0,0,0,0,0,0
410359712002,277,92,177,0,0,0,0,0,0,0,0,0,0,0,0
410359712003,284,92,186,0,0,0,0,0,0,0,0,0,0,0,0
410359713001,255,80,168,0,0,0,0,0,0,0,0,0,0,0,0
410359713002,338,100,229,0,0,0,0,0,0,0,0,0,0,0,0
410359713003,276,82,187,0,0,0,0,0,0,0,0,0,0,0,0
410359713004,319,90,221,0,0,0,0,0,0,0,0,0,0,0,0
410359713005,950,259,671,0,0,0,0,0,0,0,0,0,0,0,0
410359713006,452,131,310,0,0,0,0,0,0,0,0,0,0,0,0
410359714001,358,105,245,0,0,0,0,0,0,0,0,0,0,0,0
410359714002,487,155,322,0,0,0,0,0,0,0,0,0,0,0,0
410359714003,298,89,205,0,0,0,0,0,0,0,0,0,0,0,0
410359714004,587,151,428,0,0,0,0,0,0,0,0,0,0,0,0
410359714005,641,172,457,0,0,0,0,0,0,0,0,0,0,0,0
410359715001,227,79,143,0,0,0,0,0,0,0,0,0,0,0,0
410359715002,369,123,238,0,0,0,0,0,0,0,0,0,0,0,0
410359715003,241,81,155,0,0,0,0,0,0,0,0,0,0,0,0
410359715004,325,105,213,0,0,0,0,0,0,0,0,0,0,0,0
410359715005,449,146,294,0,0,0,0,0,0,0,0,0,0,0,0
410359716001,142,68,70,0,0,0,0,0,0,0,0,0,0,0,0
410359716002,275,111,158,0,0,0,0,0,0,0,0,0,0,0,0
410359716003,290,117,166,0,0,0,0,0,0,0,0,0,0,0,0
410359716004,164,78,82,0,0,0,0,0,0,0,0,0,0,0,0
410359717001,308,147,152,0,0,0,0,0,0,0,0,0,0,0,0
410359717002,384,186,189,0,0,0,0,0,0,0,0,0,0,0,0
410359717003,192,86,98,0,0,0,0,0,0,0,0,0,0,0,0
410359717004,142,63,73,0,0,0,0,0,0,0,0,0,0,0,0
410359718001,335,147,177,0,0,0,0,0,0,0,0,0,0,0,0
410359718002,239,120,112,0,0,0,0,0,0,0,0,0,0,0,0
410359718003,249,121,121,0,0,0,0,0,0,0,0,0,0,0,0
410359719001,248,88,152,0,0,0,0,0,0,0,0,0,0,0,0
410359719002,274,108,155,0,0,0,0,0,0,0,0,0,0,0,0
410359719003,190,73,111,0,0,0,0,0,0,0,0,0,0,0,0
410359719004,226,96,120,0,0,0,0,0,0,0,0,0,0,0,0
410359719005,196,91,98,0,0,0,0,0,0,0,0,0,0,0,0
410359720001,368,138,216,0,0,0,0,0,0,0,0,0,0,0,0
410359720002,455,173,265,0,0,0,0,0,0,0,0,0,0,0,0
410359720003,767,318,431,0,0,0,0,0,0,0,0,0,0,0,0
410359720004,360,152,200,0,0,0,0,0,0,0,0,0,0,0,0
410379601001,860,247,587,0,0,0,0,0,0,0,0,0,0,0,0
410379601002,429,90,327,0,0,0,0,0,0,0,0,0,0,0,0
410379602001,533,124,399,0,0,0,0,0,0,0,0,0,0,0,0
410379602002,327,73,248,0,0,0,0,0,0,0,0,0,0,0,0
410379602003,293,82,203,0,0,0,0,0,0,0,0,0,0,0,0
410379602004,303,91,208,0,0,0,0,0,0,0,0,0,0,0,0
410379602005,364,98,260,0,0,0,0,0,0,0,0,0,0,0,0
410379602006,332,97,231,0,0,0,0,0,0,0,0,0,0,0,0
410379602007,233,55,175,0,0,0,0,0,0,0,0,0,0,0,0
410390001001,770,365,391,0,0,0,0,0,0,0,0,0,0,0,0
410390001002,876,415,446,0,0,0,0,0,0,0,0,0,0,0,0
410390001003,808,444,345,0,0,0,0,0,0,0,0,0,0,0,0
410390001004,477,288,175,0,0,0,0,0,0,0,0,0,0,0,0
410390001005,397,240,146,0,0,0,0,0,0,0,0,0,0,0,0
410390002001,1002,471,516,0,0,0,0,0,0,0,0,0,0,0,0
410390002002,649,331,306,0,0,0,0,0,0,0,0,0,0,0,0
410390002003,457,238,210,0,0,0,0,0,0,0,0,0,0,0,0
410390002004,863,413,434,0,0,0,0,0,0,0,0,0,0,0,0
410390003001,584,288,286,0,0,0,0,0,0,0,0,0,0,0,0
410390003002,723,398,312,0,0,0,0,0,0,0,0,0,0,0,0
410390004021,694,381,293,0,0,0,0,0,0,0,0,0,0,0,0
410390004022,406,192,204,0,0,0,0,0,0,0,0,0,0,0,0
410390004023,846,364,465,0,0,0,0,0,0,0,0,0,0,0,0
410390004031,250,109,136,0,0,0,0,0,0,0,0,0,0,0,0
410390004032,690,317,360,0,0,0,0,0,0,0,0,0,0,0,0
410390004033,611,285,315,0,0,0,0,0,0,0,0,0,0,0,0
410390004034,601,282,307,0,0,0,0,0,0,0,0,0,0,0,0
410390004041,407,182,218,0,0,0,0,0,0,0,0,0,0,0,0
410390004042,655,282,360,0,0,0,0,0,0,0,0,0,0,0,0
410390004043,702,328,360,0,0,0,0,0,0,0,0,0,0,0,0
410390005001,379,209,161,0,0,0,0,0,0,0,0,0,0,0,0
410390005002,289,158,123,0,0,0,0,0,0,0,0,0,0,0,0
410390005003,497,279,203,0,0,0,0,0,0,0,0,0,0,0,0
410390007021,718,373,324,0,0,0,0,0,0,0,0,0,0,0,0
410390007022,876,401,460,0,0,0,0,0,0,0,0,0,0,0,0
410390007051,467,257,198,0,0,0,0,0,0,0,0,0,0,0,0
410390007052,791,435,336,0,0,0,0,0,0,0,0,0,0,0,0
410390007053,600,330,254,0,0,0,0,0,0,0,0,0,0,0,0
410390007061,587,312,263,0,0,0,0,0,0,0,0,0,0,0,0
410390007062,943,502,420,0,0,0,0,0,0,0,0,0,0,0,0
410390007071,903,470,417,0,0,0,0,0,0,0,0,0,0,0,0
410390007072,644,336,297,0,0,0,0,0,0,0,0,0,0,0,0
410390007073,817,426,377,0,0,0,0,0,0,0,0,0,0,0,0
410390007081,749,396,338,0,0,0,0,0,0,0,0,0,0,0,0
410390007082,576,302,258,0,0,0,0,0,0,0,0,0,0,0,0
410390008001,388,214,164,0,0,0,0,0,0,0,0,0,0,0,0
410390008002,518,285,222,0,0,0,0,0,0,0,0,0,0,0,0
410390009021,500,250,238,0,0,0,0,0,0,0,0,0,0,0,0
410390009022,634,317,303,0,0,0,0,0,0,0,0,0,0,0,0
410390009023,884,441,423,0,0,0,0,0,0,0,0,0,0,0,0
410390009024,661,326,320,0,0,0,0,0,0,0,0,0,0,0,0
410390009031,516,254,248,0,0,0,0,0,0,0,0,0,0,0,0
410390009032,619,306,299,0,0,0,0,0,0,0,0,0,0,0,0
410390009033,670,334,323,0,0,0,0,0,0,0,0,0,0,0,0
410390009034,804,393,388,0,0,0,0,0,0,0,0,0,0,0,0
410390009041,495,254,228,0,0,0,0,0,0,0,0,0,0,0,0
410390009042,858,428,413,0,0,0,0,0,0,0,0,0,0,0,0
410390010011,689,324,350,0,0,0,0,0,0,0,0,0,0,0,0
410390010012,760,358,386,0,0,0,0,0,0,0,0,0,0,0,0
410390010021,1078,618,436,0,0,0,0,0,0,0,0,0,0,0,0
410390010022,773,460,295,0,0,0,0,0,0,0,0,0,0,0,0
410390010023,851,546,287,0,0,0,0,0,0,0,0,0,0,0,0
410390011011,881,468,393,0,0,0,0,0,0,0,0,0,0,0,0
410390011012,487,229,248,0,0,0,0,0,0,0,0,0,0,0,0
410390011013,1236,582,629,0,0,0,0,0,0,0,0,0,0,0,0
410390011021,449,226,216,0,0,0,0,0,0,0,0,0,0,0,0
410390011022,680,320,347,0,0,0,0,0,0,0,0,0,0,0,0
410390011023,698,321,361,0,0,0,0,0,0,0,0,0,0,0,0
410390012011,994,455,515,0,0,0,0,0,0,0,0,0,0,0,0
410390012012,476,236,228,0,0,0,0,0,0,0,0,0,0,0,0
410390012013,489,248,229,0,0,0,0,0,0,0,0,0,0,0,0
410390012021,894,414,458,0,0,0,0,0,0,0,0,0,0,0,0
410390012022,556,282,260,0,0,0,0,0,0,0,0,0,0,0,0
410390012023,397,201,186,0,0,0,0,0,0,0,0,0,0,0,0
410390013011,560,251,296,0,0,0,0,0,0,0,0,0,0,0,0
410390013012,674,337,320,0,0,0,0,0,0,0,0,0,0,0,0
410390013013,412,184,218,0,0,0,0,0,0,0,0,0,0,0,0
410390013021,760,352,390,0,0,0,0,0,0,0,0,0,0,0,0
410390013022,800,395,384,0,0,0,0,0,0,0,0,0,0,0,0
410390013023,653,331,305,0,0,0,0,0,0,0,0,0,0,0,0
410390014001,808,362,427,0,0,0,0,0,0,0,0,0,0,0,0
410390014002,482,216,255,0,0,0,0,0,0,0,0,0,0,0,0
410390015001,605,297,289,0,0,0,0,0,0,0,0,0,0,0,0
410390015002,527,291,218,0,0,0,0,0,0,0,0,0,0,0,0
410390015003,369,203,153,0,0,0,0,0,0,0,0,0,0,0,0
410390015004,530,286,226,0,0,0,0,0,0,0,0,0,0,0,0
410390016001,552,264,278,0,0,0,0,0,0,0,0,0,0,0,0
410390016002,471,225,237,0,0,0,0,0,0,0,0,0,0,0,0
410390016003,530,253,267,0,0,0,0,0,0,0,0,0,0,0,0
410390016004,414,223,183,0,0,0,0,0,0,0,0,0,0,0,0
410390016005,721,378,329,0,0,0,0,0,0,0,0,0,0,0,0
410390017001,1001,535,444,0,0,0,0,0,0,0,0,0,0,0,0
410390017002,400,215,176,0,0,0,0,0,0,0,0,0,0,0,0
410390017003,838,401,422,0,0,0,0,0,0,0,0,0,0,0,0
410390017004,918,440,461,0,0,0,0,0,0,0,0,0,0,0,0
410390018011,1012,498,500,0,0,0,0,0,0,0,0,0,0,0,0
410390018012,788,388,389,0,0,0,0,0,0,0,0,0,0,0,0
410390018013,609,334,263,0,0,0,0,0,0,0,0,0,0,0,0
410390018031,608,326,271,0,0,0,0,0,0,0,0,0,0,0,0
410390018032,798,419,365,0,0,0,0,0,0,0,0,0,0,0,0
410390018033,516,270,237,0,0,0,0,0,0,0,0,0,0,0,0
410390018041,621,325,285,0,0,0,0,0,0,0,0,0,0,0,0
410390018042,1224,627,575,0,0,0,0,0,0,0,0,0,0,0,0
410390019021,668,378,275,0,0,0,0,0,0,0,0,0,0,0,0
410390019022,382,216,157,0,0,0,0,0,0,0,0,0,0,0,0
410390019023,774,438,319,0,0,0,0,0,0,0,0,0,0,0,0
410390019024,457,259,188,0,0,0,0,0,0,0,0,0,0,0,0
410390019031,726,410,302,0,0,0,0,0,0,0,0,0,0,0,0
410390019032,331,187,137,0,0,0,0,0,0,0,0,0,0,0,0
410390019041,685,387,285,0,0,0,0,0,0,0,0,0,0,0,0
410390019042,754,426,313,0,0,0,0,0,0,0,0,0,0,0,0
410390019043,514,290,214,0,0,0,0,0,0,0,0,0,0,0,0
410390020011,837,413,410,0,0,0,0,0,0,0,0,0,0,0,0
410390020012,690,356,322,0,0,0,0,0,0,0,0,0,0,0,0
410390020021,1149,647,480,0,0,0,0,0,0,0,0,0,0,0,0
410390020022,1055,661,368,0,0,0,0,0,0,0,0,0,0,0,0
410390021011,531,299,223,0,0,0,0,0,0,0,0,0,0,0,0
410390021012,701,425,262,0,0,0,0,0,0,0,0,0,0,0,0
410390021021,929,574,336,0,0,0,0,0,0,0,0,0,0,0,0
410390021022,743,459,269,0,0,0,0,0,0,0,0,0,0,0,0
410390021023,1000,591,389,0,0,0,0,0,0,0,0,0,0,0,0
410390022011,876,478,387,0,0,0,0,0,0,0,0,0,0,0,0
410390022012,1417,781,619,0,0,0,0,0,0,0,0,0,0,0,0
410390022021,1479,810,650,0,0,0,0,0,0,0,0,0,0,0,0
410390022022,548,342,195,0,0,0,0,0,0,0,0,0,0,0,0
410390022023,1272,713,541,0,0,0,0,0,0,0,0,0,0,0,0
