GEOID10,Tot_2017_gov,Dem_2017_gov,Rep_2017_gov,Tot_2017_ltg,Dem_2017_ltg,Rep_2017_ltg,Tot_2017_ag,Dem_2017_ag,Rep_2017_ag,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
51107208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389,1358,1015
51107209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,1145,820
51107210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344,1367,964
51107211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,513,344
51107212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2202,1417,769
51107213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364,747,602
51107301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952,915,1023
51107302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621,733,876
51107303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,706,982
51107304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2862,1288,1555
51107305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,705,856
51107306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,114,189
51107307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,583,373
51107308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,617,435
51107309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,397,373
51107310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326,1090,1219
51107311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637,740,885
51107401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,917,985
51107402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,844,940
51107403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,719,801
51107405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,648,529
51107406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262,1232,1022
51107407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3079,1411,1653
51107408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721,1348,1359
51107409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,587,672
51107410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699,1589,1096
51107411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,829,876
51107412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,688,799
51107501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,1096,807
51107502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2253,1482,740
51107503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,570,512
51107504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,1002,925
51107505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,1074,1071
51107506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,737,457
51107604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609,1389,1212
51107605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,1142,800
51107606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,965,800
51107607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1017,985
51107608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859,1164,681
51107609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044,1121,917
51107701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553,949,588
51107702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,1256,896
51107703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,1200,676
51107704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,721,539
51107705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914,1036,846
51107808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568,1382,1169
51107809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299,1289,990
51107810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172,1221,934
51107811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416,1419,976
51107812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,1268,915
51107813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685,1676,999
51107814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3767,1839,1913
51107815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3218,1674,1532
51107816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,1067,769
51109101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393,648,737
51109102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,566,580
51109201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,445,592
51109202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,480,444
51109301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,1292,884
51109401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,546,905
51109402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,326,221
51109501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,520,491
51109502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,501,580
51109601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,356,777
51109602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,441,707
51109701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,519,766
51109702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,338,498
51111101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,210,397
51111201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,261,399
51111301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,234,378
51111302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,138,104
51111401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,82,203
51111402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,244,324
51111501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,213,170
51111502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,395,120
51111601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,542,326
51111701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,199,174
51111702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,185,305
51113001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,397,356
51113002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,569,590
51113003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,195,350
51113004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,23,32
51113005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,580,705
51113006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,320,393
51113007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,416,776
51113008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,205,359
51113009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,157,197
511151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,432,835
511152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,750,1232
511153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2158,752,1389
51117101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,323,209
51117102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,63,109
51117103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,607,380
51117201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,307,228
51117202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,156,67
51117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,328,79
51117301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,360,743
51117302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,404,436
51117401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,1021,500
51117402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,190,60
51117501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659,703,949
51117601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,289,445
51117602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,176,332
51117603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,106,178
51117604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,108,179
51117701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,393,452
51117702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,203,277
51117801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,130,184
51117802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,289,494
51117803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,348,262
51117901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,35,143
51117902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,108,264
51117903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,480,847
51119101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,383,433
51119102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,252,502
51119103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,301,367
51119201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,470,736
51119202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,451,945
51119301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,212,277
51119302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,322,285
51121101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548,802,737
51121102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,1705,860
51121103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256,1548,679
51121201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,542,644
51121202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2358,1146,1168
51121203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406,611,783
51121204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312,1027,1261
51121301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,666,1022
51121302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738,621,1092
51121303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,243,411
51121304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,652,895
51121401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,459,665
51121402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,528,991
51121404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,271,507
51121405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,737,949
51121501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4126,2341,1742
51121502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,290,402
51121601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830,1787,1005
51121602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,1259,632
51121701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2461,1588,830
51121702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639,1686,929
511214031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,522,824
511214032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51125101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,950,706
51125201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,405,377
51125202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,360,270
51125301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,758,572
51125302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,149,100
51125401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,579,671
51125402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,46,79
51125501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,356,268
51125502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,788,604
51127102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,161,398
51127103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331,423,902
51127201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,403,717
51127202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,272,640
51127301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,480,489
51127302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,307,380
51127402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,273,605
51127403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,218,488
51127501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,347,518
51127503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,609,1248
51131101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,738,371
51131201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,546,539
51131301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,631,296
51131401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,557,552
51131501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,599,557
51131601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,729,398
51133101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,555,725
51133201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,561,780
51133301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,623,233
51133302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,379,91
51133401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1865,655,1203
51133501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553,539,1009
51135101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,401,443
51135102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,241,332
51135201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,470,615
51135202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,130,306
51135301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,517,248
51135302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,191,219
51135401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,546,158
51135402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,284,406
51135501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,633,772
51137101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,775,976
51137102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,434,262
51137201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,543,737
51137202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,630,557
51137301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452,1302,1122
51137401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641,591,1030
51137402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1027,1318
51137501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695,1090,1578
51137502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1654,715,926
51139101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2146,986,1140
51139201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,916,1295
51139301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,840,1160
51139401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,780,1168
51139501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,713,1278
51141101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,213,347
51141102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,148,337
51141103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,178,338
51141201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,98,196
51141202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,310,607
51141203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,220,353
51141301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,427,695
51141302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,167,495
51141401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,279,443
51141402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,281,568
51141501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,141,241
51141502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,197,392
51141503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,220,479
51143103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,480,1872
51143105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,280,604
51143106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,274,667
51143108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,213,358
51143201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,291,606
51143204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,239,401
51143206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,170,460
51143207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,562,1098
51143301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,564,240
51143305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,487,316
51143307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,827,239
51143308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,279,127
51143309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,364,246
51143402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,284,614
51143404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769,535,1217
51143405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884,709,1161
51143501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,636,922
51143502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,642,933
51143503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,290,498
51143602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,133,139
51143603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,386,758
51143604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,407,531
51143605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,400,579
51143606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,591,465
51143607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,117,347
51143702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,264,986
51143703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,125,199
51143704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,594,1397
51143705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,272,750
51145101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751,446,1290
51145102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,243,753
51145103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,173,491
51145201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,318,1025
51145202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,507,1129
51145301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776,503,1254
51145302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,295,739
51145401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056,487,1557
51145402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,392,936
51145501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,592,614
51145502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,281,300
51147101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,649,541
51147201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369,735,626
51147301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,536,336
51147302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,296,167
51147401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,520,540
51147501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,307,376
51147502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,240,358
51147601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,797,492
51147701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,451,547
51147801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,570,191
51149101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,366,672
51149102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2558,855,1687
51149103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677,809,857
51149104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,897,561
51149105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,186,465
51149201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2418,857,1549
51149202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1794,636,1139
51149203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,259,432
51149204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952,1025,915
51149205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726,1240,475
511530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51153101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,436,954
51153102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445,1592,1827
51153103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661,740,906
51153104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,735,1276
51153105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2845,1649,1173
51153106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,584,366
51153107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874,1488,1370
51153108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3970,2126,1816
51153109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574,579,971
51153110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642,1369,1259
51153111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471,1259,1206
51153112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2801,1351,1424
51153113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896,923,965
51153114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206,943,1247
51153201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3429,2217,1184
51153202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315,1051,1238
51153203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2634,1012,1601
51153204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2743,1379,1358
51153205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,1205,510
51153206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103,1437,661
51153207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621,1621,990
51153208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3251,1874,1354
51153209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786,812,959
51153210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776,763,1001
51153211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,373,321
51153301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,1250,452
51153302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,1331,267
51153303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2428,1723,685
51153304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,509,433
51153305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208,1169,1025
51153306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952,1011,922
51153307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304,1735,1553
51153308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685,1420,1253
51153309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,784,732
51153310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597,1033,555
51153311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2378,1773,597
51153401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,794,1204
51153402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850,1037,1797
51153403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2221,942,1272
51153404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,1487,770
51153405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241,1196,1015
51153406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3245,1390,1837
51153407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,1141,548
51153408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,766,913
51153409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,1189,483
51153410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692,1132,1555
51153411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536,1786,731
51153412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2939,1595,1326
51153501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3177,1796,1358
51153502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3322,2299,997
51153503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,1055,1152
51153504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283,1221,1038
51153505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,1303,750
51153506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2632,1505,1109
51153507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895,1096,785
51153508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486,979,498
51153601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,1346,351
51153602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,1087,534
51153603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,2136,702
51153604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812,1268,523
51153605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,1231,717
51153606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874,1204,653
51153607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228,1579,641
51153608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2555,1741,793
