GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_ag,Dem_2016_ag,Rep_2016_ag,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_gov,Dem_2016_gov,Rep_2016_gov,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen
300490011004,737,398,324,0,0,0,0,0,0,0,0,0,0,0,0
300490012011,281,136,135,0,0,0,0,0,0,0,0,0,0,0,0
300490012012,543,250,273,0,0,0,0,0,0,0,0,0,0,0,0
300490012013,965,452,483,0,0,0,0,0,0,0,0,0,0,0,0
300490012014,800,394,375,0,0,0,0,0,0,0,0,0,0,0,0
300490012015,421,211,193,0,0,0,0,0,0,0,0,0,0,0,0
300490012021,837,353,461,0,0,0,0,0,0,0,0,0,0,0,0
300490012022,599,254,330,0,0,0,0,0,0,0,0,0,0,0,0
300490012023,858,352,486,0,0,0,0,0,0,0,0,0,0,0,0
300510501001,453,172,267,0,0,0,0,0,0,0,0,0,0,0,0
300510501002,548,195,327,0,0,0,0,0,0,0,0,0,0,0,0
300530001001,553,128,394,0,0,0,0,0,0,0,0,0,0,0,0
300530001002,464,141,298,0,0,0,0,0,0,0,0,0,0,0,0
300530001003,612,198,384,0,0,0,0,0,0,0,0,0,0,0,0
300530002001,351,138,200,0,0,0,0,0,0,0,0,0,0,0,0
300530002002,278,111,158,0,0,0,0,0,0,0,0,0,0,0,0
300530002003,446,179,252,0,0,0,0,0,0,0,0,0,0,0,0
300530003001,510,167,322,0,0,0,0,0,0,0,0,0,0,0,0
300530003002,421,150,251,0,0,0,0,0,0,0,0,0,0,0,0
300530003003,432,145,266,0,0,0,0,0,0,0,0,0,0,0,0
300530003004,643,222,395,0,0,0,0,0,0,0,0,0,0,0,0
300530004001,930,263,587,0,0,0,0,0,0,0,0,0,0,0,0
300530004002,481,153,301,0,0,0,0,0,0,0,0,0,0,0,0
300530004003,765,221,479,0,0,0,0,0,0,0,0,0,0,0,0
300530004004,551,162,352,0,0,0,0,0,0,0,0,0,0,0,0
300530005001,631,234,370,0,0,0,0,0,0,0,0,0,0,0,0
300530005002,545,216,306,0,0,0,0,0,0,0,0,0,0,0,0
300530005003,614,197,389,0,0,0,0,0,0,0,0,0,0,0,0
300559540001,657,205,426,0,0,0,0,0,0,0,0,0,0,0,0
300559540002,434,116,300,0,0,0,0,0,0,0,0,0,0,0,0
300570001001,887,328,538,0,0,0,0,0,0,0,0,0,0,0,0
300570001002,1012,388,602,0,0,0,0,0,0,0,0,0,0,0,0
300570002001,429,129,284,0,0,0,0,0,0,0,0,0,0,0,0
300570002002,385,123,249,0,0,0,0,0,0,0,0,0,0,0,0
300570002003,631,204,404,0,0,0,0,0,0,0,0,0,0,0,0
300570003001,767,274,460,0,0,0,0,0,0,0,0,0,0,0,0
300570003002,456,161,285,0,0,0,0,0,0,0,0,0,0,0,0
300590001001,448,138,290,0,0,0,0,0,0,0,0,0,0,0,0
300590001002,518,160,334,0,0,0,0,0,0,0,0,0,0,0,0
300619645001,704,299,367,0,0,0,0,0,0,0,0,0,0,0,0
300619645002,360,166,182,0,0,0,0,0,0,0,0,0,0,0,0
300619646001,550,231,285,0,0,0,0,0,0,0,0,0,0,0,0
300619646002,381,149,219,0,0,0,0,0,0,0,0,0,0,0,0
300630001001,1414,1015,362,0,0,0,0,0,0,0,0,0,0,0,0
300630001002,1075,788,271,0,0,0,0,0,0,0,0,0,0,0,0
300630001003,843,610,214,0,0,0,0,0,0,0,0,0,0,0,0
300630001004,646,557,77,0,0,0,0,0,0,0,0,0,0,0,0
300630002011,729,496,215,0,0,0,0,0,0,0,0,0,0,0,0
300630002012,624,487,111,0,0,0,0,0,0,0,0,0,0,0,0
300630002013,720,603,90,0,0,0,0,0,0,0,0,0,0,0,0
300630002014,716,567,125,0,0,0,0,0,0,0,0,0,0,0,0
300630002015,640,531,83,0,0,0,0,0,0,0,0,0,0,0,0
300630002021,2409,1364,997,0,0,0,0,0,0,0,0,0,0,0,0
300630002022,533,254,261,0,0,0,0,0,0,0,0,0,0,0,0
300630002023,1623,873,712,0,0,0,0,0,0,0,0,0,0,0,0
300630002024,575,286,275,0,0,0,0,0,0,0,0,0,0,0,0
300630003001,592,492,71,0,0,0,0,0,0,0,0,0,0,0,0
300630003002,663,559,73,0,0,0,0,0,0,0,0,0,0,0,0
300630004001,562,362,176,0,0,0,0,0,0,0,0,0,0,0,0
300630004002,442,273,151,0,0,0,0,0,0,0,0,0,0,0,0
300630004003,316,206,99,0,0,0,0,0,0,0,0,0,0,0,0
300630005001,1117,940,146,0,0,0,0,0,0,0,0,0,0,0,0
300630005002,1366,1032,279,0,0,0,0,0,0,0,0,0,0,0,0
300630005003,782,620,140,0,0,0,0,0,0,0,0,0,0,0,0
300630005004,984,773,180,0,0,0,0,0,0,0,0,0,0,0,0
300630007001,453,363,75,0,0,0,0,0,0,0,0,0,0,0,0
300630007002,664,563,79,0,0,0,0,0,0,0,0,0,0,0,0
300630007003,544,447,79,0,0,0,0,0,0,0,0,0,0,0,0
300630008001,945,607,311,0,0,0,0,0,0,0,0,0,0,0,0
300630008002,577,367,193,0,0,0,0,0,0,0,0,0,0,0,0
300630008003,599,417,161,0,0,0,0,0,0,0,0,0,0,0,0
300630008004,821,612,175,0,0,0,0,0,0,0,0,0,0,0,0
300630009011,489,268,205,0,0,0,0,0,0,0,0,0,0,0,0
300630009012,877,516,334,0,0,0,0,0,0,0,0,0,0,0,0
300630009013,785,363,394,0,0,0,0,0,0,0,0,0,0,0,0
300630009014,766,399,349,0,0,0,0,0,0,0,0,0,0,0,0
300630009015,419,232,168,0,0,0,0,0,0,0,0,0,0,0,0
300630009021,1341,633,665,0,0,0,0,0,0,0,0,0,0,0,0
300630010001,706,514,164,0,0,0,0,0,0,0,0,0,0,0,0
300630010002,490,319,147,0,0,0,0,0,0,0,0,0,0,0,0
300630010003,454,306,134,0,0,0,0,0,0,0,0,0,0,0,0
300630010004,674,430,221,0,0,0,0,0,0,0,0,0,0,0,0
300630011001,522,435,75,0,0,0,0,0,0,0,0,0,0,0,0
300630011002,818,663,128,0,0,0,0,0,0,0,0,0,0,0,0
300630011003,569,475,80,0,0,0,0,0,0,0,0,0,0,0,0
300630012001,576,482,82,0,0,0,0,0,0,0,0,0,0,0,0
300630012002,630,488,122,0,0,0,0,0,0,0,0,0,0,0,0
300630012003,670,475,177,0,0,0,0,0,0,0,0,0,0,0,0
300630012004,944,640,278,0,0,0,0,0,0,0,0,0,0,0,0
300630013021,1289,800,461,0,0,0,0,0,0,0,0,0,0,0,0
300630013022,802,480,303,0,0,0,0,0,0,0,0,0,0,0,0
300630013023,714,405,294,0,0,0,0,0,0,0,0,0,0,0,0
300630013024,621,369,236,0,0,0,0,0,0,0,0,0,0,0,0
300630013025,553,331,207,0,0,0,0,0,0,0,0,0,0,0,0
300630013031,749,438,283,0,0,0,0,0,0,0,0,0,0,0,0
300630013032,775,452,294,0,0,0,0,0,0,0,0,0,0,0,0
300630013033,715,428,266,0,0,0,0,0,0,0,0,0,0,0,0
300630013034,497,335,146,0,0,0,0,0,0,0,0,0,0,0,0
300630013041,685,381,289,0,0,0,0,0,0,0,0,0,0,0,0
300630013042,1062,513,529,0,0,0,0,0,0,0,0,0,0,0,0
300630013043,673,406,247,0,0,0,0,0,0,0,0,0,0,0,0
300630013044,1248,602,621,0,0,0,0,0,0,0,0,0,0,0,0
300630014001,896,420,448,0,0,0,0,0,0,0,0,0,0,0,0
300630014002,903,443,421,0,0,0,0,0,0,0,0,0,0,0,0
300630014003,982,579,383,0,0,0,0,0,0,0,0,0,0,0,0
300630014004,357,198,145,0,0,0,0,0,0,0,0,0,0,0,0
300630014005,347,195,141,0,0,0,0,0,0,0,0,0,0,0,0
300630015001,481,202,265,0,0,0,0,0,0,0,0,0,0,0,0
300630015002,924,473,420,0,0,0,0,0,0,0,0,0,0,0,0
300630015003,1005,470,509,0,0,0,0,0,0,0,0,0,0,0,0
300630015004,857,359,474,0,0,0,0,0,0,0,0,0,0,0,0
300630016001,1207,472,699,0,0,0,0,0,0,0,0,0,0,0,0
300630016002,848,307,517,0,0,0,0,0,0,0,0,0,0,0,0
300630016003,750,308,419,0,0,0,0,0,0,0,0,0,0,0,0
300630016004,900,358,509,0,0,0,0,0,0,0,0,0,0,0,0
300630018001,664,284,348,0,0,0,0,0,0,0,0,0,0,0,0
300630018002,480,167,274,0,0,0,0,0,0,0,0,0,0,0,0
300630018003,429,258,155,0,0,0,0,0,0,0,0,0,0,0,0
300630018004,958,396,536,0,0,0,0,0,0,0,0,0,0,0,0
300650001001,399,82,301,0,0,0,0,0,0,0,0,0,0,0,0
300650001002,477,113,345,0,0,0,0,0,0,0,0,0,0,0,0
300650001003,510,125,363,0,0,0,0,0,0,0,0,0,0,0,0
300650002001,453,142,296,0,0,0,0,0,0,0,0,0,0,0,0
300650002002,467,174,276,0,0,0,0,0,0,0,0,0,0,0,0
300670001001,374,114,248,0,0,0,0,0,0,0,0,0,0,0,0
300670001002,630,229,381,0,0,0,0,0,0,0,0,0,0,0,0
300670002001,512,198,294,0,0,0,0,0,0,0,0,0,0,0,0
300670002002,1180,450,677,0,0,0,0,0,0,0,0,0,0,0,0
300670002003,499,187,289,0,0,0,0,0,0,0,0,0,0,0,0
300670003001,744,339,380,0,0,0,0,0,0,0,0,0,0,0,0
300670003002,370,227,127,0,0,0,0,0,0,0,0,0,0,0,0
300670003003,617,372,218,0,0,0,0,0,0,0,0,0,0,0,0
300670004001,465,247,203,0,0,0,0,0,0,0,0,0,0,0,0
300670004002,532,268,249,0,0,0,0,0,0,0,0,0,0,0,0
300670004003,595,249,322,0,0,0,0,0,0,0,0,0,0,0,0
300670004004,490,272,199,0,0,0,0,0,0,0,0,0,0,0,0
300670004005,468,270,180,0,0,0,0,0,0,0,0,0,0,0,0
300670004006,432,253,163,0,0,0,0,0,0,0,0,0,0,0,0
300670005001,428,226,183,0,0,0,0,0,0,0,0,0,0,0,0
300670005002,538,263,255,0,0,0,0,0,0,0,0,0,0,0,0
300679806001,18,9,8,0,0,0,0,0,0,0,0,0,0,0,0
300690001001,300,68,227,0,0,0,0,0,0,0,0,0,0,0,0
300710602001,560,182,364,0,0,0,0,0,0,0,0,0,0,0,0
300710602002,510,168,330,0,0,0,0,0,0,0,0,0,0,0,0
300710602003,532,126,387,0,0,0,0,0,0,0,0,0,0,0,0
300710602004,521,162,342,0,0,0,0,0,0,0,0,0,0,0,0
300739770001,430,162,260,0,0,0,0,0,0,0,0,0,0,0,0
300739770002,377,126,239,0,0,0,0,0,0,0,0,0,0,0,0
300739770003,344,138,196,0,0,0,0,0,0,0,0,0,0,0,0
300739770004,426,174,241,0,0,0,0,0,0,0,0,0,0,0,0
300739770005,390,161,217,0,0,0,0,0,0,0,0,0,0,0,0
300739772001,329,281,41,0,0,0,0,0,0,0,0,0,0,0,0
300739772002,589,181,394,0,0,0,0,0,0,0,0,0,0,0,0
300750001001,618,128,478,0,0,0,0,0,0,0,0,0,0,0,0
300750001002,420,80,324,0,0,0,0,0,0,0,0,0,0,0,0
300770001001,504,132,343,0,0,0,0,0,0,0,0,0,0,0,0
300770001002,334,93,237,0,0,0,0,0,0,0,0,0,0,0,0
300770002001,272,113,139,0,0,0,0,0,0,0,0,0,0,0,0
300770002002,432,177,238,0,0,0,0,0,0,0,0,0,0,0,0
300770002003,376,166,200,0,0,0,0,0,0,0,0,0,0,0,0
300770002004,449,203,226,0,0,0,0,0,0,0,0,0,0,0,0
300770002005,447,137,300,0,0,0,0,0,0,0,0,0,0,0,0
300770002006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300790001001,735,211,503,0,0,0,0,0,0,0,0,0,0,0,0
300810001001,826,365,434,0,0,0,0,0,0,0,0,0,0,0,0
300810001002,525,210,299,0,0,0,0,0,0,0,0,0,0,0,0
300810001003,887,355,504,0,0,0,0,0,0,0,0,0,0,0,0
300810002011,598,216,367,0,0,0,0,0,0,0,0,0,0,0,0
300810002012,467,198,247,0,0,0,0,0,0,0,0,0,0,0,0
300810002013,448,192,234,0,0,0,0,0,0,0,0,0,0,0,0
300810002014,344,124,211,0,0,0,0,0,0,0,0,0,0,0,0
300810002021,1171,490,638,0,0,0,0,0,0,0,0,0,0,0,0
300810002022,864,324,500,0,0,0,0,0,0,0,0,0,0,0,0
300810002023,797,280,496,0,0,0,0,0,0,0,0,0,0,0,0
300810002024,856,312,520,0,0,0,0,0,0,0,0,0,0,0,0
300810003001,701,269,417,0,0,0,0,0,0,0,0,0,0,0,0
300810003002,930,353,555,0,0,0,0,0,0,0,0,0,0,0,0
300810004011,566,200,348,0,0,0,0,0,0,0,0,0,0,0,0
300810004012,764,169,553,0,0,0,0,0,0,0,0,0,0,0,0
300810004021,615,209,393,0,0,0,0,0,0,0,0,0,0,0,0
300810004022,1466,498,936,0,0,0,0,0,0,0,0,0,0,0,0
300810004023,835,261,547,0,0,0,0,0,0,0,0,0,0,0,0
300810005001,839,345,475,0,0,0,0,0,0,0,0,0,0,0,0
300810005002,803,261,522,0,0,0,0,0,0,0,0,0,0,0,0
300810005003,915,464,420,0,0,0,0,0,0,0,0,0,0,0,0
300810005004,393,206,173,0,0,0,0,0,0,0,0,0,0,0,0
300810005005,245,128,108,0,0,0,0,0,0,0,0,0,0,0,0
300810006001,1093,526,533,0,0,0,0,0,0,0,0,0,0,0,0
300810006002,381,160,211,0,0,0,0,0,0,0,0,0,0,0,0
300810006003,992,345,621,0,0,0,0,0,0,0,0,0,0,0,0
300810006004,903,364,515,0,0,0,0,0,0,0,0,0,0,0,0
300810007001,720,205,499,0,0,0,0,0,0,0,0,0,0,0,0
300810007002,376,124,238,0,0,0,0,0,0,0,0,0,0,0,0
300810008001,358,118,226,0,0,0,0,0,0,0,0,0,0,0,0
300810008002,405,129,262,0,0,0,0,0,0,0,0,0,0,0,0
300830701001,638,164,457,0,0,0,0,0,0,0,0,0,0,0,0
300830702001,764,238,500,0,0,0,0,0,0,0,0,0,0,0,0
300830703001,685,177,491,0,0,0,0,0,0,0,0,0,0,0,0
300830703002,643,170,454,0,0,0,0,0,0,0,0,0,0,0,0
300830703003,549,135,395,0,0,0,0,0,0,0,0,0,0,0,0
300830704001,531,134,387,0,0,0,0,0,0,0,0,0,0,0,0
300830704002,294,87,198,0,0,0,0,0,0,0,0,0,0,0,0
300830704003,412,98,302,0,0,0,0,0,0,0,0,0,0,0,0
300850801001,429,170,242,0,0,0,0,0,0,0,0,0,0,0,0
300850801002,408,147,253,0,0,0,0,0,0,0,0,0,0,0,0
300859400011,396,178,203,0,0,0,0,0,0,0,0,0,0,0,0
300859400012,357,270,74,0,0,0,0,0,0,0,0,0,0,0,0
300859400013,352,239,107,0,0,0,0,0,0,0,0,0,0,0,0
300859400014,453,231,213,0,0,0,0,0,0,0,0,0,0,0,0
300859400015,245,183,52,0,0,0,0,0,0,0,0,0,0,0,0
300859400021,320,249,68,0,0,0,0,0,0,0,0,0,0,0,0
300859400022,271,172,92,0,0,0,0,0,0,0,0,0,0,0,0
300859400023,557,440,103,0,0,0,0,0,0,0,0,0,0,0,0
300859400024,362,285,66,0,0,0,0,0,0,0,0,0,0,0,0
300870001001,491,140,333,0,0,0,0,0,0,0,0,0,0,0,0
300870001002,835,382,429,0,0,0,0,0,0,0,0,0,0,0,0
300870002001,345,101,231,0,0,0,0,0,0,0,0,0,0,0,0
300870002002,219,107,106,0,0,0,0,0,0,0,0,0,0,0,0
300870003001,502,227,251,0,0,0,0,0,0,0,0,0,0,0,0
300870003002,601,272,301,0,0,0,0,0,0,0,0,0,0,0,0
300879404001,590,533,52,0,0,0,0,0,0,0,0,0,0,0,0
300879404002,227,157,65,0,0,0,0,0,0,0,0,0,0,0,0
300890001001,804,249,507,0,0,0,0,0,0,0,0,0,0,0,0
300890001002,668,207,421,0,0,0,0,0,0,0,0,0,0,0,0
300890001003,336,104,212,0,0,0,0,0,0,0,0,0,0,0,0
300890002001,501,143,328,0,0,0,0,0,0,0,0,0,0,0,0
300890002002,793,274,485,0,0,0,0,0,0,0,0,0,0,0,0
300890002003,456,145,284,0,0,0,0,0,0,0,0,0,0,0,0
300890002004,1042,326,669,0,0,0,0,0,0,0,0,0,0,0,0
300890002005,439,153,267,0,0,0,0,0,0,0,0,0,0,0,0
300899403001,264,145,108,0,0,0,0,0,0,0,0,0,0,0,0
300899403002,546,224,282,0,0,0,0,0,0,0,0,0,0,0,0
300910902001,400,212,169,0,0,0,0,0,0,0,0,0,0,0,0
300910902002,473,226,234,0,0,0,0,0,0,0,0,0,0,0,0
300910902003,499,233,250,0,0,0,0,0,0,0,0,0,0,0,0
300910904001,307,127,172,0,0,0,0,0,0,0,0,0,0,0,0
300910904002,327,155,162,0,0,0,0,0,0,0,0,0,0,0,0
300930001001,556,418,118,0,0,0,0,0,0,0,0,0,0,0,0
300930001002,283,208,66,0,0,0,0,0,0,0,0,0,0,0,0
300930001003,289,219,60,0,0,0,0,0,0,0,0,0,0,0,0
300930001004,377,269,94,0,0,0,0,0,0,0,0,0,0,0,0
300930001005,226,159,56,0,0,0,0,0,0,0,0,0,0,0,0
300930001006,277,198,69,0,0,0,0,0,0,0,0,0,0,0,0
300930002001,249,179,60,0,0,0,0,0,0,0,0,0,0,0,0
300930002002,230,162,58,0,0,0,0,0,0,0,0,0,0,0,0
300930002003,319,222,86,0,0,0,0,0,0,0,0,0,0,0,0
300930002004,559,387,153,0,0,0,0,0,0,0,0,0,0,0,0
300930002005,577,409,146,0,0,0,0,0,0,0,0,0,0,0,0
300930003001,472,350,109,0,0,0,0,0,0,0,0,0,0,0,0
300930003002,353,256,87,0,0,0,0,0,0,0,0,0,0,0,0
300930003003,360,263,88,0,0,0,0,0,0,0,0,0,0,0,0
300930004001,704,535,151,0,0,0,0,0,0,0,0,0,0,0,0
300930004002,642,482,143,0,0,0,0,0,0,0,0,0,0,0,0
300930004003,635,467,152,0,0,0,0,0,0,0,0,0,0,0,0
300930005001,360,251,100,0,0,0,0,0,0,0,0,0,0,0,0
300930005002,547,395,141,0,0,0,0,0,0,0,0,0,0,0,0
300930005003,393,283,102,0,0,0,0,0,0,0,0,0,0,0,0
300930005004,407,303,97,0,0,0,0,0,0,0,0,0,0,0,0
300930005005,399,280,108,0,0,0,0,0,0,0,0,0,0,0,0
300930005006,435,316,106,0,0,0,0,0,0,0,0,0,0,0,0
300930006001,327,239,76,0,0,0,0,0,0,0,0,0,0,0,0
300930006002,323,234,77,0,0,0,0,0,0,0,0,0,0,0,0
300930006003,301,222,69,0,0,0,0,0,0,0,0,0,0,0,0
300930006004,349,250,88,0,0,0,0,0,0,0,0,0,0,0,0
300930006005,339,206,123,0,0,0,0,0,0,0,0,0,0,0,0
300930006006,542,350,175,0,0,0,0,0,0,0,0,0,0,0,0
300930007001,652,417,220,0,0,0,0,0,0,0,0,0,0,0,0
300930007002,669,424,229,0,0,0,0,0,0,0,0,0,0,0,0
300930007003,756,453,289,0,0,0,0,0,0,0,0,0,0,0,0
300930008001,591,359,219,0,0,0,0,0,0,0,0,0,0,0,0
300930008002,504,382,111,0,0,0,0,0,0,0,0,0,0,0,0
300930008003,330,217,103,0,0,0,0,0,0,0,0,0,0,0,0
300930008004,932,540,377,0,0,0,0,0,0,0,0,0,0,0,0
300930008005,701,372,312,0,0,0,0,0,0,0,0,0,0,0,0
300959664001,994,326,636,0,0,0,0,0,0,0,0,0,0,0,0
300959664002,350,115,224,0,0,0,0,0,0,0,0,0,0,0,0
300959664003,706,232,452,0,0,0,0,0,0,0,0,0,0,0,0
300959665001,581,186,374,0,0,0,0,0,0,0,0,0,0,0,0
300959665002,577,181,378,0,0,0,0,0,0,0,0,0,0,0,0
300959666001,1050,369,638,0,0,0,0,0,0,0,0,0,0,0,0
300959666002,409,103,289,0,0,0,0,0,0,0,0,0,0,0,0
300979670001,500,108,381,0,0,0,0,0,0,0,0,0,0,0,0
300979670002,319,99,213,0,0,0,0,0,0,0,0,0,0,0,0
300979670003,383,113,260,0,0,0,0,0,0,0,0,0,0,0,0
300979670004,514,110,391,0,0,0,0,0,0,0,0,0,0,0,0
300979670005,367,111,249,0,0,0,0,0,0,0,0,0,0,0,0
300990001001,316,121,184,0,0,0,0,0,0,0,0,0,0,0,0
300990001002,667,275,371,0,0,0,0,0,0,0,0,0,0,0,0
300990002001,345,134,202,0,0,0,0,0,0,0,0,0,0,0,0
300990002002,642,249,377,0,0,0,0,0,0,0,0,0,0,0,0
300990003001,441,177,248,0,0,0,0,0,0,0,0,0,0,0,0
300990003002,298,112,176,0,0,0,0,0,0,0,0,0,0,0,0
300990003003,563,226,316,0,0,0,0,0,0,0,0,0,0,0,0
301010001001,203,61,134,0,0,0,0,0,0,0,0,0,0,0,0
301010001002,346,123,214,0,0,0,0,0,0,0,0,0,0,0,0
301010002001,331,120,201,0,0,0,0,0,0,0,0,0,0,0,0
301010002002,292,106,178,0,0,0,0,0,0,0,0,0,0,0,0
301010002003,294,106,179,0,0,0,0,0,0,0,0,0,0,0,0
301010002004,306,111,186,0,0,0,0,0,0,0,0,0,0,0,0
301010002005,349,110,225,0,0,0,0,0,0,0,0,0,0,0,0
301019800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301039635001,486,156,314,0,0,0,0,0,0,0,0,0,0,0,0
301051001001,429,119,288,0,0,0,0,0,0,0,0,0,0,0,0
301051001002,544,217,312,0,0,0,0,0,0,0,0,0,0,0,0
301051005001,535,239,279,0,0,0,0,0,0,0,0,0,0,0,0
301051005002,525,247,258,0,0,0,0,0,0,0,0,0,0,0,0
301051005003,351,156,179,0,0,0,0,0,0,0,0,0,0,0,0
301059406001,452,167,267,0,0,0,0,0,0,0,0,0,0,0,0
301059406002,430,221,202,0,0,0,0,0,0,0,0,0,0,0,0
301059406003,645,279,336,0,0,0,0,0,0,0,0,0,0,0,0
301070001001,566,161,383,0,0,0,0,0,0,0,0,0,0,0,0
301070001002,415,128,274,0,0,0,0,0,0,0,0,0,0,0,0
301090001001,561,146,379,0,0,0,0,0,0,0,0,0,0,0,0
301110002001,426,259,150,0,0,0,0,0,0,0,0,0,0,0,0
301110002002,536,326,188,0,0,0,0,0,0,0,0,0,0,0,0
301110002003,302,184,105,0,0,0,0,0,0,0,0,0,0,0,0
301110003001,223,164,51,0,0,0,0,0,0,0,0,0,0,0,0
301110003002,292,204,78,0,0,0,0,0,0,0,0,0,0,0,0
301110003003,261,184,67,0,0,0,0,0,0,0,0,0,0,0,0
301110003004,368,234,121,0,0,0,0,0,0,0,0,0,0,0,0
301110004011,598,354,223,0,0,0,0,0,0,0,0,0,0,0,0
301110004012,820,490,304,0,0,0,0,0,0,0,0,0,0,0,0
301110004021,372,201,163,0,0,0,0,0,0,0,0,0,0,0,0
301110004022,710,431,261,0,0,0,0,0,0,0,0,0,0,0,0
301110004023,356,214,122,0,0,0,0,0,0,0,0,0,0,0,0
301110005001,643,332,298,0,0,0,0,0,0,0,0,0,0,0,0
301110005002,497,264,220,0,0,0,0,0,0,0,0,0,0,0,0
301110005003,595,304,274,0,0,0,0,0,0,0,0,0,0,0,0
301110005004,367,196,160,0,0,0,0,0,0,0,0,0,0,0,0
301110006001,671,328,326,0,0,0,0,0,0,0,0,0,0,0,0
301110006002,764,386,362,0,0,0,0,0,0,0,0,0,0,0,0
301110006003,359,180,172,0,0,0,0,0,0,0,0,0,0,0,0
301110007011,1064,453,590,0,0,0,0,0,0,0,0,0,0,0,0
301110007012,674,290,364,0,0,0,0,0,0,0,0,0,0,0,0
301110007013,564,248,298,0,0,0,0,0,0,0,0,0,0,0,0
301110007021,560,244,298,0,0,0,0,0,0,0,0,0,0,0,0
301110007022,699,296,381,0,0,0,0,0,0,0,0,0,0,0,0
301110007023,729,317,389,0,0,0,0,0,0,0,0,0,0,0,0
301110007024,278,117,151,0,0,0,0,0,0,0,0,0,0,0,0
301110007025,702,350,335,0,0,0,0,0,0,0,0,0,0,0,0
301110007041,551,236,305,0,0,0,0,0,0,0,0,0,0,0,0
301110007042,598,258,329,0,0,0,0,0,0,0,0,0,0,0,0
301110007043,876,332,527,0,0,0,0,0,0,0,0,0,0,0,0
301110007051,613,276,324,0,0,0,0,0,0,0,0,0,0,0,0
301110007052,650,296,341,0,0,0,0,0,0,0,0,0,0,0,0
301110007053,591,269,310,0,0,0,0,0,0,0,0,0,0,0,0
301110007061,303,145,150,0,0,0,0,0,0,0,0,0,0,0,0
301110007062,429,184,237,0,0,0,0,0,0,0,0,0,0,0,0
301110007063,409,203,197,0,0,0,0,0,0,0,0,0,0,0,0
301110007064,564,282,269,0,0,0,0,0,0,0,0,0,0,0,0
301110008001,494,224,258,0,0,0,0,0,0,0,0,0,0,0,0
301110008002,652,295,340,0,0,0,0,0,0,0,0,0,0,0,0
301110008003,722,327,377,0,0,0,0,0,0,0,0,0,0,0,0
301110009011,447,251,176,0,0,0,0,0,0,0,0,0,0,0,0
301110009012,377,198,162,0,0,0,0,0,0,0,0,0,0,0,0
301110009013,426,231,183,0,0,0,0,0,0,0,0,0,0,0,0
301110009021,472,289,165,0,0,0,0,0,0,0,0,0,0,0,0
301110009022,377,221,143,0,0,0,0,0,0,0,0,0,0,0,0
301110009023,378,222,142,0,0,0,0,0,0,0,0,0,0,0,0
301110009024,660,379,253,0,0,0,0,0,0,0,0,0,0,0,0
301110010001,574,333,221,0,0,0,0,0,0,0,0,0,0,0,0
301110010002,321,189,121,0,0,0,0,0,0,0,0,0,0,0,0
301110010003,287,170,109,0,0,0,0,0,0,0,0,0,0,0,0
301110010004,406,213,176,0,0,0,0,0,0,0,0,0,0,0,0
301110010005,415,219,179,0,0,0,0,0,0,0,0,0,0,0,0
301110011001,729,414,291,0,0,0,0,0,0,0,0,0,0,0,0
301110011002,631,328,283,0,0,0,0,0,0,0,0,0,0,0,0
301110011003,513,253,242,0,0,0,0,0,0,0,0,0,0,0,0
301110011004,695,329,340,0,0,0,0,0,0,0,0,0,0,0,0
301110012001,718,359,341,0,0,0,0,0,0,0,0,0,0,0,0
301110012002,770,363,393,0,0,0,0,0,0,0,0,0,0,0,0
301110013001,989,430,544,0,0,0,0,0,0,0,0,0,0,0,0
301110013002,625,288,318,0,0,0,0,0,0,0,0,0,0,0,0
301110013003,739,357,363,0,0,0,0,0,0,0,0,0,0,0,0
301110013004,970,377,570,0,0,0,0,0,0,0,0,0,0,0,0
301110013005,727,303,407,0,0,0,0,0,0,0,0,0,0,0,0
301110014011,515,186,314,0,0,0,0,0,0,0,0,0,0,0,0
301110014012,922,294,606,0,0,0,0,0,0,0,0,0,0,0,0
301110014013,510,191,304,0,0,0,0,0,0,0,0,0,0,0,0
301110014014,846,280,547,0,0,0,0,0,0,0,0,0,0,0,0
301110014015,748,261,466,0,0,0,0,0,0,0,0,0,0,0,0
301110014016,1215,379,818,0,0,0,0,0,0,0,0,0,0,0,0
301110014021,1516,590,902,0,0,0,0,0,0,0,0,0,0,0,0
301110014022,643,231,392,0,0,0,0,0,0,0,0,0,0,0,0
301110014023,679,223,432,0,0,0,0,0,0,0,0,0,0,0,0
301110015011,1019,342,656,0,0,0,0,0,0,0,0,0,0,0,0
301110015012,410,131,265,0,0,0,0,0,0,0,0,0,0,0,0
301110015013,698,222,451,0,0,0,0,0,0,0,0,0,0,0,0
301110015021,658,220,419,0,0,0,0,0,0,0,0,0,0,0,0
301110015022,613,226,367,0,0,0,0,0,0,0,0,0,0,0,0
301110015023,896,353,515,0,0,0,0,0,0,0,0,0,0,0,0
301110017021,674,351,306,0,0,0,0,0,0,0,0,0,0,0,0
301110017022,474,243,215,0,0,0,0,0,0,0,0,0,0,0,0
301110017023,475,241,220,0,0,0,0,0,0,0,0,0,0,0,0
