Geography,Total
1000000US440010303002016,16
1000000US440010303002017,2
1000000US440010303002018,52
1000000US440010303002019,0
1000000US440010303002020,27
1000000US440010303002021,15
1000000US440010303002022,19
1000000US440010303002023,6
1000000US440010303002024,13
1000000US440010303002025,15
1000000US440010303002026,67
1000000US440010303002027,15
1000000US440010303002028,15
1000000US440010303002029,23
1000000US440010303002030,17
1000000US440010303002031,31
1000000US440010303002032,37
1000000US440010303002033,55
1000000US440010303002034,53
1000000US440010303003000,181
1000000US440010303003001,9
1000000US440010303003002,0
1000000US440010303003003,9
1000000US440010303003004,0
1000000US440010303003005,0
1000000US440010303003006,52
1000000US440010303003007,0
1000000US440010303003008,115
1000000US440010303003009,0
1000000US440010303003010,0
1000000US440010303003011,41
1000000US440010303003012,190
1000000US440010303003013,48
1000000US440010303003014,10
1000000US440010303003015,29
1000000US440010303003016,43
1000000US440010303003017,64
1000000US440010303003018,159
1000000US440010303003019,41
1000000US440010303003020,17
1000000US440010303003021,20
1000000US440010303003022,13
1000000US440010303003023,26
1000000US440010303003024,17
1000000US440010303003025,16
1000000US440010304001000,0
1000000US440010304001001,16
1000000US440010304001002,15
1000000US440010304001003,0
1000000US440010304001004,60
1000000US440010304001005,108
1000000US440010304001006,49
1000000US440010304001007,14
1000000US440010304001008,30
1000000US440010304001009,3
1000000US440010304001010,57
1000000US440010304001011,64
1000000US440010304001012,1
1000000US440010304001013,0
1000000US440010304001014,0
1000000US440010304001015,33
1000000US440010304001016,36
1000000US440010304001017,0
1000000US440010304001018,64
1000000US440010304001019,41
1000000US440010304001020,10
1000000US440010304001021,33
1000000US440010304001022,61
1000000US440010304001023,4
1000000US440010304001024,18
1000000US440010304001025,16
1000000US440010304001026,13
1000000US440010304002000,35
1000000US440010304002001,63
1000000US440010304002002,23
1000000US440010304002003,21
1000000US440010304002004,62
1000000US440010304002005,51
1000000US440010304002006,25
1000000US440010304002007,0
1000000US440010304002008,12
1000000US440010304002009,51
1000000US440010304002010,22
1000000US440010304002011,25
1000000US440010304002012,22
1000000US440010304002013,34
1000000US440010304002014,31
1000000US440010304002015,26
1000000US440010304002016,23
1000000US440010304002017,21
1000000US440010304002018,27
1000000US440010304002019,78
1000000US440010304002020,36
1000000US440010304002021,139
1000000US440010304002022,28
1000000US440010304002023,46
1000000US440010304002024,11
1000000US440010304002025,29
1000000US440010304002026,136
1000000US440010304002027,8
1000000US440010304002028,0
1000000US440010304002029,0
1000000US440010304002030,32
1000000US440010304002031,0
1000000US440010304003000,318
1000000US440010304003001,19
1000000US440010304003002,16
1000000US440010304003003,19
1000000US440010304003004,0
1000000US440010304003005,16
1000000US440010304003006,19
1000000US440010304003007,20
1000000US440010304003008,9
1000000US440010304003009,19
1000000US440010304003010,0
1000000US440010304003011,11
1000000US440010304003012,33
1000000US440010304003013,87
1000000US440010304003014,18
1000000US440010304003015,6
1000000US440010304003016,9
1000000US440010304003017,4
1000000US440010304003018,17
1000000US440010304003019,30
1000000US440010304003020,44
1000000US440010304003021,16
1000000US440010304003022,8
1000000US440010304003023,8
1000000US440010304003024,10
1000000US440010304003025,18
1000000US440010304003026,0
1000000US440010304003027,0
1000000US440010304003028,0
1000000US440010304003029,44
1000000US440010304003030,27
1000000US440010304003031,0
1000000US440010305001000,0
1000000US440010305001001,30
1000000US440010305001002,13
1000000US440010305001003,1
1000000US440010305001004,33
1000000US440010305001005,30
1000000US440010305001006,37
1000000US440010305001007,25
1000000US440010305001008,45
1000000US440010305001009,0
1000000US440010305001010,0
1000000US440010305001011,29
1000000US440010305001012,52
1000000US440010305001013,26
1000000US440010305001014,31
1000000US440010305001015,36
1000000US440010305001016,21
1000000US440010305001017,39
1000000US440010305001018,62
1000000US440010305001019,55
1000000US440010305001020,13
1000000US440010305001021,0
1000000US440010305001022,2
1000000US440010305001023,17
1000000US440010305001024,21
1000000US440010305001025,30
1000000US440010305001026,6
1000000US440010305002000,1
1000000US440010305002001,0
1000000US440010305002002,36
1000000US440010305002003,55
1000000US440010305002004,45
1000000US440010305002005,44
1000000US440010305002006,0
1000000US440010305002007,63
1000000US440010305002008,74
1000000US440010305002009,126
1000000US440010305002010,49
1000000US440010305002011,19
1000000US440010305002012,26
1000000US440010305002013,20
1000000US440010305002014,21
1000000US440010305002015,9
1000000US440010305002016,45
1000000US440010305002017,14
1000000US440010305002018,27
1000000US440010305002019,30
1000000US440010305002020,42
1000000US440010305002021,44
1000000US440010305002022,27
1000000US440010305002023,21
1000000US440010305002024,27
1000000US440010305002025,7
1000000US440010305002026,0
1000000US440010305002027,7
1000000US440010305002028,10
1000000US440010305003000,58
1000000US440010305003001,34
